id,name,age,balance,created_at,is_active,comment
357,Charlie,74,4967.860134,10/18/2023,FALSE,PXSMZ
539,Charlie,46,5589.877959,4/3/2023,FALSE,JICNd
485,Charlie,57,3009.626532,12/12/2023,FALSE,AwVdH
624,Charlie,24,5513.845086,6/8/2023,TRUE,jTSmT
616,Charlie,55,4627.563304,8/26/2023,TRUE,zYLbk
893,Charlie,49,701.9147342,9/12/2023,TRUE,ukgYT
349,Alice,27,2580.885955,8/30/2023,TRUE,wljVr
868,Bob,45,4136.713593,8/8/2023,FALSE,auxGr
210,Charlie,78,4010.914206,6/25/2023,TRUE,VHZtH
797,Charlie,37,6078.88562,8/25/2023,TRUE,sKMqW
898,Bob,66,1573.493471,11/27/2023,TRUE,SUlLf
870,Charlie,37,6675.98167,5/23/2023,FALSE,fYhSw
799,Charlie,71,5125.34292,7/6/2023,TRUE,pdJLy
678,Bob,49,4257.950584,3/7/2023,FALSE,QqCoE
542,Charlie,40,6010.836594,5/10/2023,TRUE,hyCCx
640,David,78,5942.20302,10/9/2023,FALSE,HAolH
725,Charlie,36,4083.819962,8/22/2023,FALSE,WNHVU
382,Charlie,50,6308.895405,3/19/2023,TRUE,AfGGo
464,Alice,64,4684.850022,7/19/2023,TRUE,STryk
669,David,30,4605.652446,10/24/2023,TRUE,jntoh
845,Charlie,26,7912.12397,2/15/2023,TRUE,xGqBo
683,David,52,7463.850336,1/23/2023,TRUE,KHXcS
374,Charlie,46,7524.846748,5/24/2023,FALSE,rdJij
533,Alice,40,3081.982791,8/28/2023,FALSE,YlCkg
171,Alice,66,6093.358311,4/25/2023,TRUE,aaywc
710,Charlie,72,5651.77398,10/27/2023,FALSE,soDZJ
478,Charlie,53,4386.333854,11/6/2023,TRUE,VjlNq
510,Alice,62,3755.033339,7/14/2023,FALSE,SykRC
689,Charlie,51,2684.62645,5/19/2023,TRUE,PxgJg
610,Charlie,43,5053.715507,1/16/2023,FALSE,IvPTv
507,Charlie,45,5493.19544,10/27/2023,FALSE,TffZD
698,Charlie,53,4836.563002,11/23/2023,TRUE,xipJQ
444,Alice,55,4598.623189,6/11/2023,TRUE,Vvxie
684,Charlie,66,3879.431412,7/8/2023,TRUE,wEfvH
557,Charlie,32,3618.521143,10/3/2023,FALSE,QWruT
584,Charlie,54,3799.047997,9/11/2023,TRUE,KoJix
226,Charlie,64,4139.471463,2/19/2023,FALSE,pZbSo
650,Charlie,76,4991.019816,9/3/2023,FALSE,bIJhb
665,Charlie,30,6386.092355,12/4/2023,FALSE,fvgKe
662,Bob,44,4165.702955,10/2/2023,TRUE,PTLXW
802,Charlie,57,6053.048191,6/25/2023,TRUE,crNrM
845,Charlie,53,7308.527932,7/10/2023,FALSE,OZrsb
524,Charlie,83,3306.226816,4/5/2023,TRUE,ooxvS
409,David,63,2639.556909,8/30/2023,FALSE,OLayL
374,David,50,4906.112233,3/30/2023,TRUE,mwLPS
879,Charlie,64,4038.390457,5/5/2023,TRUE,wutIv
421,Bob,27,6142.775937,4/7/2023,FALSE,uiymB
547,Charlie,66,5948.21935,5/3/2023,TRUE,UOyYY
591,Charlie,62,5996.051725,5/14/2023,TRUE,xNrTt
482,Charlie,34,5293.704661,1/31/2023,TRUE,ngRpQ
600,Alice,49,5859.084604,9/19/2023,TRUE,eAwwi
860,Charlie,19,2911.390799,6/10/2023,FALSE,dsyPy
176,Charlie,27,4797.794464,12/13/2023,TRUE,mnFwU
448,Charlie,74,4852.710019,3/8/2023,TRUE,wDdkS
520,David,32,4679.229127,9/2/2023,TRUE,rvEdA
710,Charlie,34,2313.542254,3/7/2023,FALSE,shvxj
370,Charlie,78,3959.657382,7/19/2023,TRUE,CMnYF
595,Charlie,38,4660.379634,6/29/2023,FALSE,OdNrK
457,Charlie,35,4353.98318,6/13/2023,FALSE,PnndF
647,Alice,27,3720.915886,8/27/2023,TRUE,Oviqu
529,Charlie,59,4062.588458,10/30/2023,FALSE,VgrHm
411,Charlie,47,3273.558206,4/26/2023,FALSE,UVtMN
741,Charlie,47,5193.3187,11/7/2023,TRUE,Jjcsg
779,Charlie,42,5554.915921,3/9/2023,TRUE,pHEka
677,Charlie,41,5560.452471,4/17/2023,FALSE,lxOso
863,Alice,33,2250.747531,4/24/2023,FALSE,CdlbB
499,Charlie,55,7183.221819,12/14/2023,FALSE,xEGuT
678,Charlie,60,7192.3424,2/13/2023,FALSE,VfVkm
479,Charlie,48,5671.127258,5/25/2023,TRUE,Bbskz
719,Bob,53,5252.287245,6/4/2023,FALSE,QWlCy
621,Charlie,46,6249.04415,10/20/2023,FALSE,vGZvd
723,Charlie,54,3043.240902,6/27/2023,TRUE,VWqAS
400,Charlie,77,6455.866671,12/19/2023,TRUE,AzVRA
758,Alice,42,5869.411882,9/28/2023,TRUE,iwJoB
854,Charlie,31,6052.869249,9/14/2023,FALSE,IeDMl
170,Charlie,68,4022.52244,10/2/2023,TRUE,CKcHn
230,Bob,58,5847.498225,2/28/2023,FALSE,uHaax
795,Alice,63,2872.304298,6/13/2023,TRUE,XaPdz
505,Bob,65,6435.249919,8/2/2023,TRUE,wyeNo
559,Charlie,23,1689.437082,3/18/2023,FALSE,OICqH
297,Alice,46,5177.249561,2/13/2023,TRUE,ZWVlE
568,David,48,7086.774354,2/19/2023,FALSE,uYXTi
692,Charlie,46,3365.340133,10/16/2023,TRUE,qKMsh
806,Charlie,49,6945.841927,8/28/2023,FALSE,hJxzQ
909,David,67,5069.625647,4/13/2023,TRUE,aNoWX
323,Alice,23,5513.016188,9/27/2023,FALSE,AqmjZ
545,Charlie,54,6941.720942,9/11/2023,FALSE,jxyJR
633,Charlie,57,1980.090258,10/26/2023,TRUE,DNDwi
656,Charlie,55,5315.799164,11/29/2023,TRUE,kwcqy
722,Charlie,55,4080.415752,11/19/2023,TRUE,yQYLe
552,Charlie,68,5802.447627,3/8/2023,FALSE,vLExw
484,Alice,50,2289.593084,10/8/2023,FALSE,vEjAk
506,Charlie,24,4265.817772,5/24/2023,TRUE,JSAuW
359,David,29,4762.484973,5/28/2023,TRUE,Iwbal
446,David,54,3112.883293,8/25/2023,FALSE,mLAZC
623,Alice,50,4736.196154,8/8/2023,TRUE,UCsLx
840,Charlie,42,4523.594134,6/3/2023,FALSE,oyItK
813,Charlie,59,5917.291828,12/31/2023,TRUE,YvpuR
824,David,35,4600.552062,3/5/2023,FALSE,jYvRO
512,Alice,36,3493.895098,2/5/2023,FALSE,OVjEf
562,David,54,3986.76856,1/11/2023,TRUE,pcJFM
813,Charlie,47,3091.957717,10/25/2023,TRUE,jrJQU
896,Alice,64,3525.328993,5/29/2023,TRUE,duaQg
720,Alice,33,5057.2255,6/9/2023,FALSE,QiaTw
393,Charlie,53,4486.617574,8/25/2023,TRUE,wHoJw
599,Bob,52,4610.407746,6/8/2023,FALSE,ouapE
571,Charlie,49,7450.065581,7/29/2023,FALSE,hgIwh
726,David,30,4799.655916,1/22/2023,TRUE,MObkt
809,Charlie,49,4272.846085,2/27/2023,FALSE,MdPqg
599,Charlie,45,3117.159972,12/7/2023,TRUE,SegXB
868,Charlie,37,7695.752129,6/14/2023,FALSE,yJGFb
828,Alice,46,7381.840741,3/3/2023,TRUE,CoPAg
845,David,33,4455.082814,5/15/2023,FALSE,UooWO
383,Charlie,64,5338.855668,5/3/2023,FALSE,SIVfF
698,Bob,41,5474.018945,4/11/2023,FALSE,pumkx
324,Charlie,48,2792.895313,4/18/2023,FALSE,VHswB
514,David,39,6739.993166,9/24/2023,TRUE,mBKmE
842,Alice,29,3158.788578,2/8/2023,FALSE,KBpCP
424,Charlie,63,4717.137014,4/24/2023,FALSE,lDJqu
390,Charlie,35,3949.009284,6/20/2023,FALSE,UsFhW
774,Charlie,48,3114.193789,7/17/2023,TRUE,FNFsr
530,David,41,6203.329704,11/18/2023,TRUE,KSgRR
435,Charlie,66,6173.585982,12/3/2023,FALSE,ffKRu
500,David,48,2132.637809,4/19/2023,TRUE,HZqlZ
814,Alice,72,3750.008776,7/16/2023,FALSE,oywBn
394,Charlie,56,5800.436409,1/9/2023,FALSE,JJkzc
847,Charlie,49,6391.347794,8/14/2023,FALSE,lZAGU
830,Charlie,34,4762.973213,2/25/2023,TRUE,LPLzG
582,David,67,3632.846555,1/27/2023,FALSE,pUjTT
498,David,40,7116.543174,9/3/2023,TRUE,hKZDr
434,Charlie,58,8385.500267,3/7/2023,TRUE,TAgmJ
917,Charlie,77,6064.983118,6/24/2023,FALSE,xlPgl
437,Charlie,73,4264.035413,2/6/2023,TRUE,ycuVW
380,Charlie,59,6794.413804,9/30/2023,TRUE,TqdQt
631,Charlie,47,6550.015317,10/7/2023,TRUE,MgIEV
890,Charlie,43,6261.543865,7/29/2023,TRUE,fvZuI
839,Alice,23,5318.585643,11/2/2023,FALSE,iLoDT
381,Alice,49,5358.902049,6/9/2023,TRUE,IyjrS
558,Charlie,26,6647.774228,3/10/2023,TRUE,lIzqL
249,Charlie,55,3902.167265,2/25/2023,FALSE,soBNS
387,David,37,8064.381807,3/22/2023,TRUE,GIOon
642,Charlie,52,7578.216601,3/15/2023,FALSE,zGHhO
636,Alice,48,1250.002728,4/28/2023,FALSE,sTLZG
223,Bob,55,3115.34244,3/20/2023,FALSE,BjuSt
637,Bob,51,4975.99416,8/4/2023,FALSE,cmEGZ
445,David,78,6492.156404,2/24/2023,TRUE,WBCPc
363,Bob,78,2963.784393,8/15/2023,FALSE,EyOPI
603,Charlie,38,6222.700831,5/2/2023,TRUE,IJElo
585,David,55,3755.950619,9/8/2023,TRUE,MGmTY
894,David,59,5208.777785,7/7/2023,FALSE,GlWmw
579,Bob,31,4848.897158,11/27/2023,TRUE,SBmes
439,Alice,44,3560.851595,6/10/2023,FALSE,ILliK
755,Bob,36,5313.875955,4/18/2023,FALSE,idzDm
600,Alice,61,4192.392921,8/4/2023,FALSE,kmraa
731,Bob,57,3147.752352,8/29/2023,TRUE,tbqEb
514,Charlie,67,1580.447656,6/10/2023,TRUE,GGDGQ
739,David,85,5725.561534,7/24/2023,FALSE,diqJT
324,Charlie,60,4905.327192,6/21/2023,TRUE,VEvvd
682,Charlie,59,5193.953846,4/22/2023,FALSE,yAkNQ
580,Bob,61,2848.414689,4/25/2023,FALSE,pVfVN
326,Charlie,40,4710.213846,11/28/2023,FALSE,lHqPi
582,Charlie,69,4942.447997,9/4/2023,FALSE,mpkrF
259,Charlie,64,3852.917849,2/4/2023,TRUE,GCjkV
573,David,48,7194.101219,12/18/2023,TRUE,nfxar
668,Charlie,51,5532.330003,9/17/2023,FALSE,SnKzs
788,Alice,54,4547.570326,1/19/2023,TRUE,IEqlV
709,Bob,63,5285.270472,9/23/2023,TRUE,iXyZs
514,Charlie,75,2072.898708,8/4/2023,TRUE,DFrlB
537,David,82,1515.908527,12/1/2023,TRUE,InNHi
325,Charlie,35,2740.904087,6/28/2023,TRUE,WcHwH
561,Charlie,49,5728.559207,7/9/2023,TRUE,OJHRK
647,Charlie,41,5792.033834,4/25/2023,FALSE,QukmF
833,Bob,36,7794.404741,4/28/2023,TRUE,BekYL
606,Charlie,26,4782.480043,8/14/2023,FALSE,NkdpS
445,Charlie,25,4148.35398,10/30/2023,TRUE,AOzzF
675,Charlie,35,5722.7456,11/22/2023,FALSE,XwEVt
562,Charlie,23,4021.31931,10/9/2023,TRUE,RBTyG
731,Bob,35,6647.81158,8/11/2023,TRUE,qHqFP
535,Charlie,66,5242.442008,7/2/2023,TRUE,wwqLE
583,Bob,38,3902.542187,5/4/2023,TRUE,AbfaS
549,David,31,2906.961215,10/8/2023,TRUE,SdcOB
614,Bob,60,6288.277168,4/27/2023,FALSE,qFmkt
578,Alice,62,1951.175617,4/8/2023,FALSE,UNjDT
689,Charlie,63,1705.187429,11/13/2023,TRUE,XNgml
316,Charlie,59,5954.801971,8/4/2023,TRUE,hjqCu
562,Charlie,80,4209.088525,5/10/2023,FALSE,vmhZF
593,Charlie,34,4278.828907,11/12/2023,FALSE,lQRYi
882,David,44,3257.752085,12/18/2023,TRUE,HYPlU
764,Charlie,61,4317.422246,4/27/2023,FALSE,vzDOg
545,Charlie,63,7229.786021,7/10/2023,TRUE,CQCoc
870,Charlie,23,3159.069521,6/26/2023,FALSE,CKCYF
643,Alice,66,7856.618164,9/14/2023,TRUE,AcDiL
744,Charlie,46,6213.385974,12/14/2023,TRUE,iVpwh
782,Bob,62,4234.70242,7/20/2023,TRUE,kVoAZ
885,Charlie,51,3889.086715,10/19/2023,FALSE,Gcsuo
628,Alice,62,3842.17288,8/6/2023,TRUE,mAtpv
845,David,38,6442.680419,11/20/2023,FALSE,rlxWA
442,Charlie,49,3925.5004,5/28/2023,FALSE,FZFlu
789,David,57,4212.361985,5/21/2023,FALSE,zyhfs
674,Charlie,39,4017.627954,6/4/2023,TRUE,VLRjv
665,Alice,50,5843.925121,12/30/2023,TRUE,Ewvsc
510,Charlie,57,5488.183249,8/12/2023,TRUE,SWevA
849,Charlie,33,3165.761536,2/25/2023,FALSE,OZvMW
717,Charlie,39,4331.936669,1/15/2023,FALSE,RpQva
666,Charlie,59,4340.687779,7/9/2023,TRUE,NRrxs
589,Charlie,56,5251.146358,10/22/2023,FALSE,gZbCa
276,Charlie,27,6078.594942,6/24/2023,TRUE,JUHFR
792,Charlie,46,2700.727648,7/24/2023,TRUE,YSmDQ
397,Charlie,30,5138.00484,10/19/2023,TRUE,pJbTF
820,Charlie,56,5992.48157,7/8/2023,FALSE,MQlxS
788,Charlie,27,4414.751051,11/28/2023,TRUE,iQoDA
698,David,45,3153.830732,8/21/2023,TRUE,JRsiv
414,Charlie,36,4305.35981,9/24/2023,FALSE,FNNrW
386,Charlie,34,5824.528782,10/13/2023,TRUE,egbWj
646,Charlie,48,5237.53605,8/17/2023,TRUE,FQNXc
655,Charlie,47,4822.791046,1/19/2023,TRUE,vAKGD
273,Charlie,29,3734.534484,6/6/2023,TRUE,pfwnC
620,Charlie,56,7108.232,2/21/2023,TRUE,PCEcH
306,Bob,47,4253.528596,7/6/2023,TRUE,wglOV
492,Charlie,39,3902.484093,2/22/2023,FALSE,AYjpW
642,Alice,66,7203.903832,7/5/2023,TRUE,jIlry
315,Bob,43,6314.466971,5/6/2023,FALSE,sTYAB
412,Charlie,62,6849.560731,1/8/2023,TRUE,cmcSl
531,Charlie,39,5686.153134,2/15/2023,TRUE,rRLGc
494,David,28,8492.167414,7/3/2023,TRUE,DDqMW
605,Charlie,51,4507.828027,1/29/2023,TRUE,nrqRe
792,Alice,45,4689.632896,11/9/2023,TRUE,UOzEU
736,David,39,4304.338441,10/4/2023,TRUE,OocIh
565,Bob,36,5456.559873,9/16/2023,FALSE,eZyHl
723,Bob,59,5112.477688,3/4/2023,FALSE,fdsav
645,Charlie,39,5513.851015,10/18/2023,TRUE,qBEqx
589,Charlie,52,3689.431772,8/20/2023,FALSE,epYZz
326,Charlie,58,5733.53168,5/23/2023,FALSE,WAgTv
586,Charlie,52,6245.440209,1/1/2023,FALSE,FHqMA
612,Charlie,88,5045.628889,7/13/2023,TRUE,tpMmg
329,Bob,44,3705.058696,10/18/2023,TRUE,TrHLR
738,Charlie,34,7198.995745,1/13/2023,TRUE,GKRXc
591,Charlie,55,6407.26996,1/20/2023,TRUE,MjUcm
516,Bob,53,5882.260286,5/20/2023,TRUE,jFaaA
900,Charlie,31,2777.052183,7/6/2023,FALSE,YBxIC
804,Charlie,51,5151.227399,6/23/2023,FALSE,uEamJ
265,Alice,50,5867.648886,6/5/2023,TRUE,rcgTr
861,Charlie,53,3889.856165,4/4/2023,TRUE,bLBxU
757,Charlie,53,3642.461238,1/22/2023,TRUE,qDMFk
564,Alice,33,6121.62927,1/12/2023,TRUE,JMgiJ
615,Charlie,37,5177.178529,2/6/2023,FALSE,gTfYI
356,Charlie,60,4146.535739,9/9/2023,TRUE,xnrMN
445,Charlie,29,6355.350454,10/14/2023,FALSE,kCZnK
438,Charlie,82,5858.893426,6/8/2023,FALSE,iRipx
